Country_Code,Country,Year,Series,Value
500,Montserrat,2010,Life expectancy at birth for males (years),73.3
500,Montserrat,2010,Life expectancy at birth for females (years),75.5
500,Montserrat,2015,Population annual rate of increase (percent),-0.9
500,Montserrat,2015,Total fertility rate (children per women),1.5
500,Montserrat,2015,"Infant mortality for both sexes (per 1,000 live births)",13.1
500,Montserrat,2015,Life expectancy at birth for both sexes (years),75
500,Montserrat,2015,Life expectancy at birth for males (years),73.9
500,Montserrat,2015,Life expectancy at birth for females (years),76.3
500,Montserrat,2022,Population annual rate of increase (percent),0
500,Montserrat,2022,Total fertility rate (children per women),1.6
500,Montserrat,2022,"Infant mortality for both sexes (per 1,000 live births)",10.3
500,Montserrat,2022,Life expectancy at birth for both sexes (years),75.8
500,Montserrat,2022,Life expectancy at birth for males (years),74.5
500,Montserrat,2022,Life expectancy at birth for females (years),77.5
504,Morocco,2010,Population annual rate of increase (percent),1.3
504,Morocco,2010,Total fertility rate (children per women),2.6
504,Morocco,2010,"Infant mortality for both sexes (per 1,000 live births)",25.9
504,Morocco,2010,"Maternal mortality ratio (deaths per 100,000 population)",134
504,Morocco,2010,Life expectancy at birth for both sexes (years),70.8
504,Morocco,2010,Life expectancy at birth for males (years),69.2
504,Morocco,2010,Life expectancy at birth for females (years),72.5
504,Morocco,2015,Population annual rate of increase (percent),1.2
504,Morocco,2015,Total fertility rate (children per women),2.5
504,Morocco,2015,"Infant mortality for both sexes (per 1,000 live births)",19.8
504,Morocco,2015,"Maternal mortality ratio (deaths per 100,000 population)",97
504,Morocco,2015,Life expectancy at birth for both sexes (years),72.9
504,Morocco,2015,Life expectancy at birth for males (years),71.2
504,Morocco,2015,Life expectancy at birth for females (years),74.8
504,Morocco,2020,Population annual rate of increase (percent),1.1
504,Morocco,2020,Total fertility rate (children per women),2.4
504,Morocco,2020,"Infant mortality for both sexes (per 1,000 live births)",16
504,Morocco,2020,"Maternal mortality ratio (deaths per 100,000 population)",72
504,Morocco,2020,Life expectancy at birth for both sexes (years),73.9
504,Morocco,2020,Life expectancy at birth for males (years),71.8
504,Morocco,2020,Life expectancy at birth for females (years),76.3
504,Morocco,2022,Population annual rate of increase (percent),1
504,Morocco,2022,Total fertility rate (children per women),2.3
504,Morocco,2022,"Infant mortality for both sexes (per 1,000 live births)",14.4
504,Morocco,2022,Life expectancy at birth for both sexes (years),75
504,Morocco,2022,Life expectancy at birth for males (years),72.9
504,Morocco,2022,Life expectancy at birth for females (years),77.2
508,Mozambique,2010,Population annual rate of increase (percent),2.9
508,Mozambique,2010,Total fertility rate (children per women),5.6
508,Mozambique,2010,"Infant mortality for both sexes (per 1,000 live births)",75.8
508,Mozambique,2010,"Maternal mortality ratio (deaths per 100,000 population)",322
508,Mozambique,2010,Life expectancy at birth for both sexes (years),54.2
508,Mozambique,2010,Life expectancy at birth for males (years),52.4
508,Mozambique,2010,Life expectancy at birth for females (years),55.8
508,Mozambique,2015,Population annual rate of increase (percent),3
508,Mozambique,2015,Total fertility rate (children per women),5.1
508,Mozambique,2015,"Infant mortality for both sexes (per 1,000 live births)",62.3
508,Mozambique,2015,"Maternal mortality ratio (deaths per 100,000 population)",226
508,Mozambique,2015,Life expectancy at birth for both sexes (years),58.2
508,Mozambique,2015,Life expectancy at birth for males (years),55.7
508,Mozambique,2015,Life expectancy at birth for females (years),60.4
508,Mozambique,2020,Population annual rate of increase (percent),2.9
508,Mozambique,2020,Total fertility rate (children per women),4.7
508,Mozambique,2020,"Infant mortality for both sexes (per 1,000 live births)",53.4
508,Mozambique,2020,"Maternal mortality ratio (deaths per 100,000 population)",127
508,Mozambique,2020,Life expectancy at birth for both sexes (years),61.2
508,Mozambique,2020,Life expectancy at birth for males (years),58.1
508,Mozambique,2020,Life expectancy at birth for females (years),64.2
508,Mozambique,2022,Population annual rate of increase (percent),2.7
508,Mozambique,2022,Total fertility rate (children per women),4.6
508,Mozambique,2022,"Infant mortality for both sexes (per 1,000 live births)",52.8
508,Mozambique,2022,Life expectancy at birth for both sexes (years),59.6
508,Mozambique,2022,Life expectancy at birth for males (years),56.5
508,Mozambique,2022,Life expectancy at birth for females (years),62.7
104,Myanmar,2010,Population annual rate of increase (percent),0.8
104,Myanmar,2010,Total fertility rate (children per women),2.3
104,Myanmar,2010,"Infant mortality for both sexes (per 1,000 live births)",48.7
104,Myanmar,2010,"Maternal mortality ratio (deaths per 100,000 population)",293
104,Myanmar,2010,Life expectancy at birth for both sexes (years),63.3
104,Myanmar,2010,Life expectancy at birth for males (years),60.6
104,Myanmar,2010,Life expectancy at birth for females (years),66.2
104,Myanmar,2015,Population annual rate of increase (percent),0.8
104,Myanmar,2015,Total fertility rate (children per women),2.2
104,Myanmar,2015,"Infant mortality for both sexes (per 1,000 live births)",40.7
104,Myanmar,2015,"Maternal mortality ratio (deaths per 100,000 population)",243
104,Myanmar,2015,Life expectancy at birth for both sexes (years),65.6
104,Myanmar,2015,Life expectancy at birth for males (years),62.5
104,Myanmar,2015,Life expectancy at birth for females (years),68.7
104,Myanmar,2020,Population annual rate of increase (percent),0.7
104,Myanmar,2020,Total fertility rate (children per women),2.2
104,Myanmar,2020,"Infant mortality for both sexes (per 1,000 live births)",34.6
104,Myanmar,2020,"Maternal mortality ratio (deaths per 100,000 population)",179
104,Myanmar,2020,Life expectancy at birth for both sexes (years),66.8
104,Myanmar,2020,Life expectancy at birth for males (years),63.8
104,Myanmar,2020,Life expectancy at birth for females (years),70
104,Myanmar,2022,Population annual rate of increase (percent),0.7
104,Myanmar,2022,Total fertility rate (children per women),2.1
104,Myanmar,2022,"Infant mortality for both sexes (per 1,000 live births)",32.7
104,Myanmar,2022,Life expectancy at birth for both sexes (years),67.3
104,Myanmar,2022,Life expectancy at birth for males (years),64.2
104,Myanmar,2022,Life expectancy at birth for females (years),70.5
516,Namibia,2010,Population annual rate of increase (percent),1.5
516,Namibia,2010,Total fertility rate (children per women),3.6
516,Namibia,2010,"Infant mortality for both sexes (per 1,000 live births)",34.3
516,Namibia,2010,"Maternal mortality ratio (deaths per 100,000 population)",482
516,Namibia,2010,Life expectancy at birth for both sexes (years),56
516,Namibia,2010,Life expectancy at birth for males (years),53.3
516,Namibia,2010,Life expectancy at birth for females (years),58.7
516,Namibia,2015,Population annual rate of increase (percent),1.8
516,Namibia,2015,Total fertility rate (children per women),3.6
516,Namibia,2015,"Infant mortality for both sexes (per 1,000 live births)",33.4
516,Namibia,2015,"Maternal mortality ratio (deaths per 100,000 population)",299
516,Namibia,2015,Life expectancy at birth for both sexes (years),60.7
516,Namibia,2015,Life expectancy at birth for males (years),57.3
516,Namibia,2015,Life expectancy at birth for females (years),64
516,Namibia,2020,Population annual rate of increase (percent),1.8
516,Namibia,2020,Total fertility rate (children per women),3.3
516,Namibia,2020,"Infant mortality for both sexes (per 1,000 live births)",28.7
516,Namibia,2020,"Maternal mortality ratio (deaths per 100,000 population)",215
516,Namibia,2020,Life expectancy at birth for both sexes (years),62.8
516,Namibia,2020,Life expectancy at birth for males (years),59.1
516,Namibia,2020,Life expectancy at birth for females (years),66.6
516,Namibia,2022,Population annual rate of increase (percent),1.4
516,Namibia,2022,Total fertility rate (children per women),3.2
516,Namibia,2022,"Infant mortality for both sexes (per 1,000 live births)",29.8
516,Namibia,2022,Life expectancy at birth for both sexes (years),58.1
516,Namibia,2022,Life expectancy at birth for males (years),54.6
516,Namibia,2022,Life expectancy at birth for females (years),61.7
520,Nauru,2010,Population annual rate of increase (percent),0.2
520,Nauru,2010,Total fertility rate (children per women),3.9
520,Nauru,2010,"Infant mortality for both sexes (per 1,000 live births)",26.1
520,Nauru,2010,Life expectancy at birth for both sexes (years),59.6
520,Nauru,2010,Life expectancy at birth for males (years),56.5
520,Nauru,2010,Life expectancy at birth for females (years),63.5
520,Nauru,2015,Population annual rate of increase (percent),2.2
520,Nauru,2015,Total fertility rate (children per women),3.8
520,Nauru,2015,"Infant mortality for both sexes (per 1,000 live births)",19.8
520,Nauru,2015,Life expectancy at birth for both sexes (years),62.3
520,Nauru,2015,Life expectancy at birth for males (years),59
520,Nauru,2015,Life expectancy at birth for females (years),66
520,Nauru,2022,Population annual rate of increase (percent),0.9
520,Nauru,2022,Total fertility rate (children per women),3.5
520,Nauru,2022,"Infant mortality for both sexes (per 1,000 live births)",15.3
520,Nauru,2022,Life expectancy at birth for both sexes (years),64
520,Nauru,2022,Life expectancy at birth for males (years),60.5
520,Nauru,2022,Life expectancy at birth for females (years),67.8
524,Nepal,2010,Population annual rate of increase (percent),0.5
524,Nepal,2010,Total fertility rate (children per women),2.5
524,Nepal,2010,"Infant mortality for both sexes (per 1,000 live births)",36.7
524,Nepal,2010,"Maternal mortality ratio (deaths per 100,000 population)",349
524,Nepal,2010,Life expectancy at birth for both sexes (years),66.8
524,Nepal,2010,Life expectancy at birth for males (years),65.1
524,Nepal,2010,Life expectancy at birth for females (years),68.6
524,Nepal,2015,Population annual rate of increase (percent),0.7
524,Nepal,2015,Total fertility rate (children per women),2.3
524,Nepal,2015,"Infant mortality for both sexes (per 1,000 live births)",29.6
524,Nepal,2015,"Maternal mortality ratio (deaths per 100,000 population)",252
524,Nepal,2015,Life expectancy at birth for both sexes (years),67.5
524,Nepal,2015,Life expectancy at birth for males (years),65.8
524,Nepal,2015,Life expectancy at birth for females (years),69.1
524,Nepal,2020,Population annual rate of increase (percent),2.4
524,Nepal,2020,Total fertility rate (children per women),2.1
524,Nepal,2020,"Infant mortality for both sexes (per 1,000 live births)",23.8
524,Nepal,2020,"Maternal mortality ratio (deaths per 100,000 population)",174
524,Nepal,2020,Life expectancy at birth for both sexes (years),69.2
524,Nepal,2020,Life expectancy at birth for males (years),67.3
524,Nepal,2020,Life expectancy at birth for females (years),71.2
524,Nepal,2022,Population annual rate of increase (percent),1.2
524,Nepal,2022,Total fertility rate (children per women),2
524,Nepal,2022,"Infant mortality for both sexes (per 1,000 live births)",20.3
524,Nepal,2022,Life expectancy at birth for both sexes (years),70.5
524,Nepal,2022,Life expectancy at birth for males (years),68.6
524,Nepal,2022,Life expectancy at birth for females (years),72.4
528,Netherlands (Kingdom of the),2010,Population annual rate of increase (percent),0.5
528,Netherlands (Kingdom of the),2010,Total fertility rate (children per women),1.8
528,Netherlands (Kingdom of the),2010,"Infant mortality for both sexes (per 1,000 live births)",3.8
528,Netherlands (Kingdom of the),2010,"Maternal mortality ratio (deaths per 100,000 population)",6
528,Netherlands (Kingdom of the),2010,Life expectancy at birth for both sexes (years),80.8
528,Netherlands (Kingdom of the),2010,Life expectancy at birth for males (years),78.8
